Country,"Country ISO",Region,"Region ISO",Population,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05
"Burkina Faso",BF,,,16241811,0/0/20899/0/384,2449809/0/21044/0/387,2551596/0/21128/0/387,2677083/0/21128/0/387,0/0/21631/0/387,3079151/0/21631/0/387,4366726/0/21631/0/387,0/0/22006/0/395,0/0/22025/0/396,4531047/0/22056/0/396,5152110/0/22056/0/396,0/0/22056/0/396,0/0/22056/0/396,0/0/22056/0/396,6089089/0/22056/0/396,0/0/22056/0/396,0/0/22056/0/396,0/0/22056/0/396,0/0/22093/0/398,0/0/22109/0/400,0/0/22109/0/400,0/0/22109/0/400,0/0/22120/0/400,0/0/22122/0/400,0/0/0/0/0
Burma,MM,,,53414374,31345527/8191029/613336/0/19434,34777314/8332037/613596/0/19434,0/0/614092/0/19434,0/0/615221/0/19438,0/0/622802/0/19459,0/0/631716/0/19482,0/0/633245/0/19488,0/0/633683/0/19490,0/0/633820/0/19490,0/0/633918/0/19490,0/0/634084/0/19490,0/0/634983/0/19492,0/0/638980/0/19494,0/0/640474/0/19494,0/0/641063/0/19494,0/0/641183/0/19494,0/0/641280/0/19494,0/0/641341/0/19494,0/0/641376/0/19494,0/0/641448/0/19494,0/0/641687/0/19494,0/0/641806/0/19494,0/0/641951/0/19494,0/0/642044/0/19494,0/0/0/0/0
Burundi,BI,,,9863117,0/1573240/42034/0/38,15287/1611285/42658/0/38,16702/0/45308/0/38,18734/0/49287/0/38,19568/0/50193/0/38,24053/0/50470/0/38,26867/0/51018/0/38,30324/0/51722/0/38,31292/0/53355/0/38,33104/0/53609/0/38,33814/0/53686/0/15,34859/0/53740/0/15,36909/0/53762/0/15,36909/0/54188/0/15,36909/0/54234/0/15,36909/0/54241/0/15,0/0/54366/0/15,0/0/54366/0/15,36909/0/54368/0/15,0/0/54455/0/15,0/0/54546/0/15,0/0/54565/0/15,0/0/54569/0/15,0/0/54569/0/15,0/0/0/0/0
"Cabo Verde",CV,,,508659,0/0/56324/0/402,355377/0/60542/0/405,355667/0/62159/0/410,356146/0/62320/0/410,356734/0/62374/0/410,0/0/62397/0/410,0/0/63037/0/412,0/0/63200/0/412,0/0/63229/0/413,0/0/63244/0/413,0/0/63260/0/413,0/0/63473/0/413,0/0/63921/0/414,0/0/63985/0/414,0/0/64189/0/414,0/0/64238/0/415,0/0/64401/0/415,0/0/64470/0/416,0/0/64474/0/416,0/0/64474/0/416,0/0/64474/0/417,0/0/64474/0/417,0/0/64474/0/417,0/0/64474/0/417,0/0/0/0/0
Cambodia,KH,,,14453680,0/2967276/136262/0/3056,15078410/2977609/136279/0/3056,15115433/0/136789/0/3056,15164242/0/137620/0/3056,15195683/0/137877/0/3056,15215773/0/137991/0/3056,15226312/0/138099/0/3056,15241969/0/138584/0/3056,15259061/0/138693/0/3056,15273098/0/138717/0/3056,15281968/0/138725/0/3056,15285058/0/138733/0/3056,15288684/0/138791/0/3056,15290443/0/138915/0/3056,15301258/0/138937/0/3056,15304762/0/138940/0/3056,15307310/0/138941/0/3056,0/0/138943/0/3056,15311319/0/138955/0/3056,15315251/0/139014/0/3056,0/0/139082/0/3056,0/0/139093/0/3056,0/0/139100/0/3056,0/0/139103/0/3056,0/0/0/0/0
Cameroon,CM,,,19294149,0/2717815/119947/0/1930,1559801/2731181/120068/0/1931,1569870/0/120215/0/1931,0/0/121652/0/1935,1607691/0/121652/0/1935,1638561/0/123629/0/1960,2942701/0/123993/0/1965,3652047/0/123993/0/1965,3666816/0/123993/0/1965,3431986/0/124392/0/1965,3435624/0/124834/0/1970,3643773/0/124983/0/1971,3656503/0/125036/0/1972,3692198/0/125090/0/1974,3697853/0/125090/0/1974,3701750/0/125090/0/1974,3727930/0/125090/0/1974,3753733/0/125090/0/1974,0/0/125116/0/1974,0/0/125137/0/1974,0/0/125137/0/1974,0/0/125137/0/1974,0/0/125146/0/1974,0/0/125156/0/1974,0/0/0/0/0
Canada,CA,,,33679000,33070159/62032975/3889304/0/41150,32779849/62177630/3955704/0/42000,32869656/0/4093713/0/42951,33069693/0/4204312/0/44317,33366551/0/4280161/0/45430,33811874/0/4372182/0/46705,34358732/0/4444843/0/48133,34618513/0/4505742/0/49240,34761719/0/4565286/0/50590,34763194/0/4603795/0/51455,0/0/4634277/0/52121,0/0/4659971/0/52121,0/0/4678035/0/52574,0/0/4688830/0/52860,0/0/4697504/0/53147,0/0/4697504/0/53147,0/0/4712542/0/53260,0/0/4716205/0/53297,0/0/4731777/0/53255,0/0/4750768/0/53595,0/0/4773910/0/54127,0/0/4780494/0/54326,0/0/4787135/0/54261,0/0/4789387/0/54282,0/0/0/0/0
Canada,CA,Alberta,CA-AB,4067175,0/0/580881/0/4507,0/0/588691/0/4621,0/0/594474/0/4665,0/0/602434/0/4790,0/0/607289/0/4905,0/0/612693/0/5011,0/0/619345/0/5216,0/0/622428/0/5351,0/0/626594/0/5465,0/0/628572/0/5556,0/0/629269/0/5622,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Canada,CA,"British Columbia",CA-BC,4648055,0/0/370559/0/3469,0/0/374594/0/3747,0/0/378291/0/3908,0/0/381788/0/4097,0/0/384900/0/4283,0/0/387451/0/4485,0/0/389479/0/4642,0/0/391897/0/4806,0/0/394774/0/5061,0/0/396066/0/5192,0/0/396817/0/5249,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Canada,CA,"Diamond Princess",,3711,0/0/0/0/1,0/0/0/0/1,0/0/0/0/1,0/0/0/0/1,0/0/0/0/1,0/0/0/0/1,0/0/0/0/1,0/0/0/0/1,0/0/0/0/1,0/0/0/0/1,0/0/0/0/1,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Canada,CA,"Grand Princess",,3533,0/0/13/0/0,0/0/13/0/0,0/0/13/0/0,0/0/13/0/0,0/0/13/0/0,0/0/13/0/0,0/0/13/0/0,0/0/13/0/0,0/0/13/0/0,0/0/13/0/0,0/0/13/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Canada,CA,Manitoba,CA-MB,1278365,0/0/144140/0/1928,0/0/145498/0/2043,0/0/146266/0/2061,0/0/147806/0/2105,0/0/149908/0/2160,0/0/151319/0/2211,0/0/152072/0/2256,0/0/153507/0/2331,0/0/154100/0/2418,0/0/154588/0/2460,0/0/154712/0/2464,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Canada,CA,"New Brunswick",CA-NB,747101,0/0/65258/0/416,0/0/67725/0/425,0/0/71479/0/443,0/0/74440/0/462,0/0/76902/0/480,0/0/80126/0/585,0/0/82223/0/609,0/0/84891/0/635,0/0/87172/0/773,0/0/88503/0/825,0/0/88866/0/834,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Canada,CA,"Newfoundland and Labrador",CA-NL,519716,0/0/45775/0/182,0/0/47773/0/192,0/0/49412/0/203,0/0/50810/0/223,0/0/51580/0/236,0/0/52552/0/254,0/0/53299/0/271,0/0/53914/0/288,0/0/54332/0/296,0/0/54583/0/311,0/0/54757/0/318,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Canada,CA,"Northwest Territories",CA-NT,41786,0/0/12089/0/22,0/0/11499/0/22,0/0/11511/0/22,0/0/11511/0/22,0/0/11511/0/22,0/0/11511/0/22,0/0/11511/0/22,0/0/11511/0/22,0/0/11511/0/22,0/0/11511/0/22,0/0/11511/0/22,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Canada,CA,"Nova Scotia",CA-NS,923598,0/0/96477/0/391,0/0/105032/0/420,0/0/113669/0/467,0/0/120055/0/490,0/0/124511/0/531,0/0/129705/0/583,0/0/132351/0/639,0/0/134483/0/674,0/0/138331/0/715,0/0/140492/0/786,0/0/140793/0/794,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Canada,CA,Nunavut,CA-NU,35944,0/0/3531/0/7,0/0/3531/0/7,0/0/3531/0/7,0/0/3531/0/7,0/0/3531/0/7,0/0/3531/0/7,0/0/3531/0/7,0/0/3531/0/7,0/0/3531/0/7,0/0/3531/0/7,0/0/3531/0/7,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Canada,CA,Ontario,CA-ON,13448494,0/0/1319553/0/13292,0/0/1342709/0/13421,0/0/1385022/0/13702,0/0/1427850/0/14032,0/0/1468342/0/14415,0/0/1506871/0/14770,0/0/1531652/0/15176,0/0/1553431/0/15538,0/0/1577661/0/15903,0/0/1594055/0/16138,0/0/1601325/0/16234,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Canada,CA,"Prince Edward Island",CA-PE,142907,0/0/37578/0/33,0/0/40806/0/35,0/0/46240/0/49,0/0/50151/0/53,0/0/51410/0/59,0/0/53408/0/66,0/0/54559/0/76,0/0/55319/0/82,0/0/56201/0/88,0/0/56456/0/92,0/0/56523/0/93,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Canada,CA,Quebec,CA-QC,8164361,0/0/1066195/0/15420,0/0/1090311/0/15589,0/0/1147838/0/15959,0/0/1177843/0/16374,0/0/1200754/0/16784,0/0/1227810/0/17043,0/0/1248200/0/17354,0/0/1284273/0/17690,0/0/1302634/0/17954,0/0/1316179/0/18101,0/0/1320325/0/18160,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Canada,CA,"Repatriated Travellers",,,0/0/13/0/0,0/0/13/0/0,0/0/13/0/0,0/0/13/0/0,0/0/13/0/0,0/0/13/0/0,0/0/13/0/0,0/0/13/0/0,0/0/13/0/0,0/0/13/0/0,0/0/13/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Canada,CA,Saskatchewan,CA-SK,1098352,0/0/138343/0/1376,0/0/139663/0/1403,0/0/140291/0/1438,0/0/141815/0/1479,0/0/143747/0/1507,0/0/146888/0/1604,0/0/149189/0/1701,0/0/150942/0/1781,0/0/152258/0/1826,0/0/153255/0/1882,0/0/153651/0/1890,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Canada,CA,Yukon,CA-YT,35874,0/0/4387/0/26,0/0/4476/0/26,0/0/4672/0/26,0/0/4832/0/30,0/0/4905/0/31,0/0/4954/0/32,0/0/4989/0/32,0/0/4989/0/32,0/0/4989/0/32,0/0/4989/0/32,0/0/4989/0/32,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
"Central African Republic",CF,,,4844927,0/92744/14649/0/113,1124848/94759/14649/0/113,1301882/0/14764/0/113,1344611/0/14862/0/113,1667260/0/14913/0/113,1674402/0/15260/0/113,1884410/0/15311/0/113,1984791/0/15351/0/113,2292088/0/15368/0/113,0/0/15368/0/113,2381935/0/15367/0/113,2381935/0/15367/0/113,2381935/0/15367/0/113,2600389/0/15367/0/113,2600389/0/15367/0/113,0/0/15367/0/113,2600389/0/15367/0/113,0/0/15367/0/113,0/0/15367/0/113,0/0/15440/0/113,0/0/15440/0/113,0/0/15440/0/113,0/0/15440/0/113,0/0/15440/0/113,0/0/0/0/0
Chad,TD,,,10543464,0/0/7417/0/193,2218493/218873/7425/0/193,0/0/7432/0/193,3739193/0/7538/0/193,0/0/7583/0/193,3879297/0/7627/0/194,3749370/0/7646/0/194,3750058/0/7650/0/194,6208632/0/7652/0/194,6240588/0/7678/0/194,6254729/0/7688/0/194,6254729/0/7820/0/194,6254729/0/7698/0/194,6254729/0/7698/0/194,6254729/0/7698/0/194,0/0/7698/0/194,0/0/7698/0/194,0/0/7698/0/194,0/0/7698/0/194,0/0/7698/0/194,0/0/7698/0/194,0/0/7698/0/194,0/0/7702/0/194,0/0/7702/0/194,0/0/0/0/0
Chile,CL,,,16746491,17966866/38388071/3702941/0/57892,18003730/39773213/3990693/0/58479,18033803/0/4241546/0/59577,18058837/0/4508422/0/60451,18070477/0/4624307/0/61154,18075486/0/4760186/0/61677,18080181/0/4920010/0/62422,18082908/0/5037527/0/63172,18087656/0/5118981/0/63812,18088517/0/5166328/0/64175,0/0/5262554/0/61036,0/0/5283908/0/61384,0/0/5287288/0/61508,0/0/5288023/0/61566,0/0/5288791/0/61605,0/0/5289055/0/61614,0/0/5288823/0/61607,0/0/5288892/0/61610,0/0/5319739/0/61996,0/0/5329103/0/62168,0/0/5345008/0/62288,0/0/5322525/0/61665,0/0/5397438/0/62586,0/0/5399561/0/62669,0/0/0/0/0
China,CN,,,1330044000,1290560000/49426686/1213204/0/9379,6744975/0/1248115/0/9402,6768852/0/1358248/0/9509,6816709/0/1551389/0/9701,6873318/0/1769311/0/10167,6889730/0/1923126/0/10410,6900604/0/2128382/0/10762,6908809/0/2648994/0/11869,6912704/0/2876106/0/13333,6914030/0/2876106/0/13462,6914851/0/99238361/0/120896,6915611/0/99248443/0/120961,6916176/0/99270031/0/121236,6916466/0/99289237/0/121465,6917040/0/99300040/0/121563,6917355/0/99306563/0/121679,0/0/99312876/0/121714,0/0/99317967/0/121764,0/0/99320723/0/121877,0/0/99322525/0/121889,6918955/0/99327754/0/121933,6919127/0/99334752/0/121993,6919331/0/99347448/0/122121,6919512/0/99351758/0/122170,0/0/0/0/0
China,CN,Anhui,CN-34,59500510,0/0/1065/0/6,0/0/1075/0/6,0/0/1504/0/6,0/0/1506/0/6,0/0/1506/0/6,0/0/1537/0/6,0/0/1614/0/6,0/0/1743/0/7,0/0/2275/0/7,0/0/2275/0/7,0/0/2275/0/7,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
China,CN,Beijing,CN-11,19612368,0/0/3382/0/9,0/0/3683/0/9,0/0/3755/0/9,0/0/3982/0/9,0/0/4227/0/9,0/0/4723/0/9,0/0/13840/0/13,0/0/36026/0/20,0/0/40774/0/20,0/0/40774/0/20,0/0/40774/0/20,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
China,CN,Chongqing,CN-50,28846170,0/0/712/0/6,0/0/734/0/6,0/0/784/0/6,0/0/990/0/6,0/0/1043/0/6,0/0/1352/0/6,0/0/5829/0/7,0/0/12976/0/9,0/0/14715/0/11,0/0/14715/0/11,0/0/14715/0/11,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
China,CN,Fujian,CN-35,36894216,0/0/3262/0/1,0/0/3436/0/1,0/0/3704/0/1,0/0/4075/0/1,0/0/4372/0/1,0/0/4931/0/1,0/0/6085/0/1,0/0/11077/0/2,0/0/17122/0/2,0/0/17122/0/2,0/0/17122/0/2,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
China,CN,Gansu,CN-62,25575254,0/0/681/0/2,0/0/682/0/2,0/0/1313/0/2,0/0/1347/0/2,0/0/1350/0/2,0/0/1362/0/2,0/0/1551/0/2,0/0/1572/0/2,0/0/1742/0/2,0/0/1742/0/2,0/0/1742/0/2,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
China,CN,Guangdong,CN-44,104303132,0/0/7303/0/8,0/0/7448/0/8,0/0/8129/0/8,0/0/9021/0/8,0/0/10055/0/8,0/0/11884/0/8,0/0/37254/0/8,0/0/83268/0/8,0/0/103248/0/10,0/0/103248/0/10,0/0/103248/0/10,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
China,CN,Guangxi,CN-45,46026629,0/0/1634/0/2,0/0/1649/0/2,0/0/2192/0/2,0/0/2254/0/2,0/0/2329/0/2,0/0/2348/0/2,0/0/2395/0/2,0/0/3204/0/2,0/0/13371/0/2,0/0/13371/0/2,0/0/13371/0/2,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
China,CN,Guizhou,CN-52,35806468,0/0/185/0/2,0/0/185/0/2,0/0/186/0/2,0/0/194/0/2,0/0/921/0/2,0/0/948/0/2,0/0/1297/0/2,0/0/1818/0/2,0/0/2534/0/2,0/0/2534/0/2,0/0/2534/0/2,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
China,CN,Hainan,CN-46,9261518,0/0/288/0/6,0/0/288/0/6,0/0/326/0/6,0/0/8791/0/6,0/0/8955/0/6,0/0/8979/0/6,0/0/9092/0/6,0/0/10465/0/6,0/0/10483/0/6,0/0/10483/0/6,0/0/10483/0/6,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
China,CN,Hebei,CN-13,71854202,0/0/2005/0/7,0/0/2007/0/7,0/0/2007/0/7,0/0/2016/0/7,0/0/2029/0/7,0/0/2035/0/7,0/0/2767/0/7,0/0/3075/0/7,0/0/3292/0/7,0/0/3292/0/7,0/0/3292/0/7,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
China,CN,Heilongjiang,CN-23,38312224,0/0/2984/0/13,0/0/2988/0/13,0/0/2993/0/13,0/0/3084/0/13,0/0/3389/0/13,0/0/3499/0/13,0/0/4434/0/13,0/0/5821/0/13,0/0/6603/0/18,0/0/6603/0/18,0/0/6603/0/18,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
China,CN,Henan,CN-41,94023567,0/0/3182/0/22,0/0/3183/0/22,0/0/3224/0/22,0/0/3282/0/22,0/0/3330/0/22,0/0/3523/0/22,0/0/7277/0/23,0/0/9425/0/23,0/0/9948/0/23,0/0/9948/0/23,0/0/9948/0/23,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
China,CN,"Hong Kong",CN-91,7061200,0/0/1212699/0/9378,0/0/1245797/0/9401,0/0/1353994/0/9503,0/0/1540803/0/9690,0/0/1765404/0/10161,0/0/1918708/0/10397,0/0/2118245/0/10747,0/0/2625633/0/11807,0/0/2876106/0/13353,0/0/2876106/0/13459,0/0/2876106/0/13467,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
China,CN,Hubei,CN-42,57237740,0/0/68399/0/4512,0/0/68402/0/4512,0/0/68408/0/4512,0/0/68424/0/4512,0/0/68429/0/4512,0/0/68439/0/4512,0/0/68609/0/4512,0/0/70876/0/4512,0/0/72131/0/4515,0/0/72131/0/4515,0/0/72131/0/4515,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
China,CN,Hunan,CN-43,65683722,0/0/1393/0/4,0/0/1401/0/4,0/0/1410/0/4,0/0/1437/0/4,0/0/1457/0/4,0/0/1682/0/4,0/0/2129/0/4,0/0/4621/0/4,0/0/7437/0/4,0/0/7437/0/4,0/0/7437/0/4,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
China,CN,"Inner Mongolia",CN-NM,25050000,0/0/1753/0/1,0/0/2097/0/1,0/0/2167/0/1,0/0/2396/0/1,0/0/2790/0/1,0/0/4529/0/1,0/0/7664/0/1,0/0/8524/0/1,0/0/8847/0/1,0/0/8847/0/1,0/0/8847/0/1,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
China,CN,Jiangsu,CN-32,78659903,0/0/2235/0/0,0/0/2253/0/0,0/0/2319/0/0,0/0/2354/0/0,0/0/2411/0/0,0/0/2716/0/0,0/0/3417/0/0,0/0/3879/0/0,0/0/5075/0/0,0/0/5075/0/0,0/0/5075/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
China,CN,Jiangxi,CN-36,44567475,0/0/1383/0/1,0/0/1389/0/1,0/0/1438/0/1,0/0/1474/0/1,0/0/1495/0/1,0/0/1495/0/1,0/0/1533/0/1,0/0/2468/0/1,0/0/3423/0/2,0/0/3423/0/2,0/0/3423/0/2,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
China,CN,Jilin,CN-22,27462297,0/0/40293/0/5,0/0/40293/0/5,0/0/40293/0/5,0/0/40310/0/5,0/0/40329/0/5,0/0/40329/0/5,0/0/40418/0/5,0/0/40499/0/5,0/0/40764/0/5,0/0/40764/0/5,0/0/40764/0/5,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
